cash_flow,supporting_type,fund_type,description,state,year,value,mode,deflator,chained,population,value_per_pop,chained_per_pop,value_crore,population_crore
Revenue,Supporting,Non-Trust Fund,Other local funds,West Virginia,2021,327000.0,Highways,116.734,280124.0426953587,1785618,0.183129874362826,0.156877922766996,0.03,0.17856
Revenue,Supporting,Non-Trust Fund,Other local funds,West Virginia,2022,360000.0,Highways,128.921,279240.7753585529,1774122,0.202917274009341,0.157396602577812,0.04,0.17741
Revenue,Supporting,Non-Trust Fund,Other local funds,Wisconsin,2020,29763000.0,Highways,106.515,27942543.30376003,5894170,5.049565927009231,4.740708751827659,2.98,0.58942
Revenue,Supporting,Non-Trust Fund,Other local funds,Wisconsin,2021,29883000.0,Highways,116.734,25599225.58980246,5881608,5.080753426613946,4.352419540677048,2.99,0.58816
Revenue,Supporting,Non-Trust Fund,Other local funds,Wisconsin,2022,31113000.0,Highways,128.921,24133384.01036293,5903975,5.269839387870037,4.087650101899642,3.11,0.5904
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Alabama,2020,36171000.0,Highways,106.515,33958597.38065061,5025369,7.197680409140105,6.75743360948233,3.62,0.50254
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Alabama,2021,33464000.0,Highways,116.734,28666883.68427365,5049196,6.627589818260175,5.677514535833754,3.35,0.50492
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Alabama,2022,32815000.0,Highways,128.921,25453572.34275254,5076181,6.464505501281376,5.014315356909562,3.28,0.50762
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Alaska,2020,4777000.0,Highways,106.515,4484814.345397362,733395,6.513543179323557,6.115141697717276,0.48,0.07334
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Alaska,2021,4877000.0,Highways,116.734,4177874.48386931,734420,6.640614362353967,5.688671991325549,0.49,0.07344
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Alaska,2022,5133000.0,Highways,128.921,3981508.0553207,734442,6.988979388433668,5.421133398308784,0.51,0.07344
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Arizona,2020,155198000.0,Highways,106.515,145705299.7230437,7158110,21.68142149254482,20.35527530633697,15.52,0.71581
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Arizona,2021,154198000.0,Highways,116.734,132093477.4787123,7274078,21.19828794797086,18.15948048381008,15.42,0.72741
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Arizona,2022,158447000.0,Highways,128.921,122902397.592324,7377566,21.47686648957122,16.6589356967222,15.84,0.73776
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Arkansas,2020,234683000.0,Highways,106.515,220328592.2170586,3011553,77.92756760382434,73.16112059693408,23.47,0.30116
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Arkansas,2021,232737000.0,Highways,116.734,199373789.9840663,3026870,76.89031904244318,65.86797252081072,23.27,0.30269
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Arkansas,2022,253066000.0,Highways,128.921,196295405.7135765,3047704,83.03496665030463,64.4076346369518,25.31,0.30477
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Colorado,2020,233291000.0,Highways,106.515,219021734.0280712,5775324,40.39444367103906,37.92371372204766,23.33,0.57753
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Colorado,2021,236696000.0,Highways,116.734,202765261.192112,5814036,40.71113422758305,34.87512997719863,23.67,0.5814
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Colorado,2022,323372000.0,Highways,128.921,250829577.803461,5850935,55.26843145582715,42.86999903493391,32.34,0.58509
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Connecticut,2020,682611861.8412056,Highways,106.515,235179482.22019693,3607701,112.19132970310568,38.134588913698366,68.26,0.36077
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Connecticut,2021,682611861.8412056,Highways,116.734,235179482.22019693,3606607,112.19132970310568,38.134588913698366,68.26,0.36066
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Connecticut,2022,682611861.8412056,Highways,128.921,235179482.22019693,3617925,112.19132970310568,38.134588913698366,68.26,0.36179
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Delaware,2020,7601000.0,Highways,106.515,7136084.119607567,989955,7.678126783540666,7.208493436173934,0.76,0.099
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Delaware,2021,7457000.0,Highways,116.734,6388027.481282231,1005062,7.419442780644379,6.355854147587145,0.75,0.10051
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Delaware,2022,7712000.0,Highways,128.921,5981957.943236556,1020625,7.556154317207594,5.861073306294237,0.77,0.10206
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Georgia,2020,54783000.0,Highways,106.515,51432192.64892268,10713755,5.113333280441824,4.800575769085879,5.48,1.07138
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Georgia,2021,55251000.0,Highways,116.734,47330683.4341323,10792060,5.11959718533811,4.385694986326271,5.53,1.07921
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Georgia,2022,60776000.0,Highways,128.921,47142048.23108725,10931805,5.559557639383432,4.312375516311099,6.08,1.09318
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Hawaii,2020,18902000.0,Highways,106.515,17745857.3909778,1455252,12.98881568278209,12.19435354906078,1.89,0.14553
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Hawaii,2021,17216000.0,Highways,116.734,14748059.6912639,1447029,11.89748097653882,10.19195862091492,1.72,0.1447
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Hawaii,2022,18157000.0,Highways,128.921,14083818.77273679,1440359,12.60588506059948,9.777991995562768,1.82,0.14404
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Idaho,2020,50868000.0,Highways,106.515,47756653.99239544,1839140,27.65857955348696,25.96683993192222,5.09,0.18391
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Idaho,2021,50641000.0,Highways,116.734,43381534.08604177,1904848,26.58532334338488,22.77427599789683,5.06,0.19048
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Idaho,2022,52368000.0,Highways,128.921,40620224.78882416,1944299,26.93412895856039,20.89196403887682,5.24,0.19443
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Illinois,2020,290044000.0,Highways,106.515,272303431.441581,12821814,22.62113613565132,21.23751221485361,29.0,1.28218
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Illinois,2021,290044000.0,Highways,116.734,248465742.6285401,12700641,22.83695759922669,19.56324429834212,29.0,1.27006
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Illinois,2022,285919000.0,Highways,128.921,221778453.4715058,12621821,22.65275351314204,17.57103459726658,28.59,1.26218
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Indiana,2020,55254000.0,Highways,106.515,51874383.88959301,6786587,8.141647635254657,7.643662991367091,5.53,0.67866
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Indiana,2021,50096000.0,Highways,116.734,42914660.6815495,6815907,7.349865542472924,6.296250914449024,5.01,0.68159
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Indiana,2022,50064000.0,Highways,128.921,38833083.82652943,6844545,7.314437994052198,5.673581491031095,5.01,0.68445
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Iowa,2020,101023000.0,Highways,106.515,94843918.69689716,3190546,31.66323256270243,29.72654796291831,10.1,0.31905
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Iowa,2021,98369000.0,Highways,116.734,84267651.2412836,3198613,30.75364228182653,26.34505994982312,9.84,0.31986
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Iowa,2022,100644000.0,Highways,128.921,78066412.76440611,3202820,31.42355798952173,24.37427415977361,10.06,0.32028
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Kansas,2020,37248000.0,Highways,106.515,34969722.57428531,2937745,12.67911272081137,11.90359359790769,3.72,0.29377
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Kansas,2021,38316000.0,Highways,116.734,32823341.95692771,2938338,13.04002466700563,11.17071690082207,3.83,0.29383
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Kansas,2022,39728000.0,Highways,128.921,30815770.8984572,2937324,13.52523589498469,10.49110377284127,3.97,0.29373
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Kentucky,2020,67313000.0,Highways,106.515,63195794.01962165,4506302,14.93752527016609,14.0238701311234,6.73,0.45063
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Kentucky,2021,67372000.0,Highways,116.734,57714119.27972998,4507583,14.94636926264031,12.80378404118792,6.74,0.45076
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Kentucky,2022,69642000.0,Highways,128.921,54019127.99311206,4519233,15.4101370741451,11.95316284712739,6.96,0.45192
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Louisiana,2020,11891000.0,Highways,106.515,11163685.86584049,4657874,2.552881421867573,2.39673418942644,1.19,0.46579
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Louisiana,2021,11971000.0,Highways,116.734,10254938.57830623,4627971,2.586662708128465,2.21586059599471,1.2,0.4628
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Louisiana,2022,12352000.0,Highways,128.921,9581061.270080129,4593687,2.688907624746745,2.085701805560572,1.24,0.45937
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Maine,2020,932000.0,Highways,106.515,874994.1322818382,1363196,0.683687452134543,0.641869644777302,0.09,0.13632
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Maine,2021,932000.0,Highways,116.734,798396.3541042027,1378931,0.675885885515664,0.57899659526416,0.09,0.13789
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Maine,2022,967000.0,Highways,128.921,750071.7493658907,1390922,0.695222305779907,0.539262265868173,0.1,0.13909
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Maryland,2020,37552000.0,Highways,106.515,35255128.38567338,6181629,6.074774141249823,5.703210009153474,3.76,0.61816
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Maryland,2021,37633000.0,Highways,116.734,32238251.06652732,6179403,6.090070513284212,5.217049457128353,3.76,0.61794
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Maryland,2022,39359000.0,Highways,128.921,30529549.10371468,6192440,6.355975996537714,4.930132403982062,3.94,0.61924
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Massachusetts,2020,240929000.0,Highways,106.515,226192555.0391963,7033132,34.25628866342904,32.16099954319019,24.09,0.70331
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Massachusetts,2021,242094000.0,Highways,116.734,207389449.5177069,7000474,34.58251541252778,29.62505817716156,24.21,0.70005
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Massachusetts,2022,286777000.0,Highways,128.921,222443977.3194437,7022468,40.8370675380792,31.67604000750786,28.68,0.70225
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Michigan,2020,380398000.0,Highways,106.515,357130920.5276252,10079338,37.74037540957551,35.43198179559265,38.04,1.00793
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Michigan,2021,381680000.0,Highways,116.734,326965579.8653349,10041351,38.01082145221295,32.56191122741699,38.17,1.00414
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Michigan,2022,390777000.0,Highways,128.921,303113534.6452479,10050877,38.87989077968022,30.1579190199271,39.08,1.00509
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Minnesota,2020,41477000.0,Highways,106.515,38940055.39125945,5706692,7.268133622771301,6.823577545670845,4.15,0.57067
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Minnesota,2021,41524000.0,Highways,116.734,35571470.1800675,5718660,7.261141596108179,6.220245683441139,4.15,0.57187
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Minnesota,2022,42371000.0,Highways,128.921,32865863.59088124,5721621,7.405418848959062,5.744152503439365,4.24,0.57216
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Mississippi,2020,16381000.0,Highways,106.515,15379054.59324978,2961278,5.531733258410727,5.193384273023262,1.64,0.29613
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Mississippi,2021,16642000.0,Highways,116.734,14256343.48176195,2947209,5.64669828301963,4.837235323915595,1.66,0.29472
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Mississippi,2022,17136000.0,Highways,128.921,13291860.90706712,2941939,5.824729880531174,4.518061355815711,1.71,0.29419
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Missouri,2020,123157000.0,Highways,106.515,115624090.5036849,6154854,20.00973540558395,18.78583805622114,12.32,0.61549
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Missouri,2021,127027000.0,Highways,116.734,108817482.4815392,6171374,20.58326071309242,17.63261835719877,12.7,0.61714
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Missouri,2022,136207000.0,Highways,128.921,105651523.0257289,6179414,22.04205770967927,17.09733690374669,13.62,0.61794
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Montana,2020,90500000.0,Highways,106.515,84964558.98230296,1084216,83.47045238218215,78.3649743061373,9.05,0.10842
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Montana,2021,98823000.0,Highways,116.734,84656569.63695239,1106522,89.30956637102561,76.50690147774051,9.88,0.11065
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Montana,2022,103893000.0,Highways,128.921,80586560.76201706,1122095,92.58841720175208,71.81794835732897,10.39,0.11221
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Nebraska,2020,25669000.0,Highways,106.515,24098953.19907994,1961996,13.08310516433265,12.28287580559794,2.57,0.1962
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Nebraska,2021,25591000.0,Highways,116.734,21922490.4483698,1964537,13.02647901261213,11.15911303700047,2.56,0.19645
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Nebraska,2022,30312000.0,Highways,128.921,23512073.28519016,1972246,15.3692794915036,11.92147089419381,3.03,0.19722
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Nevada,2021,284446000.0,Highways,116.734,243670224.6132232,3148141,90.35364045003068,77.40130591775376,28.44,0.31481
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Nevada,2022,306013000.0,Highways,128.921,237364742.7494357,3176116,96.34818123771298,74.73428009223709,30.6,0.31761
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,New Hampshire,2020,1559000.0,Highways,106.515,1463643.618269727,1377546,1.131722643018817,1.062500721042874,0.16,0.13775
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,New Hampshire,2021,1562000.0,Highways,116.734,1338084.876728288,1387677,1.125622172883171,0.964262488121002,0.16,0.13877
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,New Hampshire,2022,1718000.0,Highways,128.921,1332599.03351665,1396678,1.230061617638425,0.954120444022638,0.17,0.13967
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,New Jersey,2020,15278000.0,Highways,106.515,14343519.69206215,9289014,1.644738612731125,1.544138020683589,1.53,0.9289
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,New Jersey,2021,19918000.0,Highways,116.734,17062723.7994072,9270541,2.148526175548978,1.840531615081277,1.99,0.92705
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,New Jersey,2022,16782000.0,Highways,128.921,13017274.14463121,9295227,1.805442728832765,1.400425631846453,1.68,0.92952
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,New Mexico,2020,21194000.0,Highways,106.515,19897666.99525888,2117555,10.0087128787682,9.39652901353631,2.12,0.21176
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,New Mexico,2021,20509000.0,Highways,116.734,17569003.03253551,2117333,9.686242079068338,8.297704249891495,2.05,0.21173
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,New Mexico,2022,20380000.0,Highways,128.921,15808130.56057586,2113868,9.6410939566709,7.478295977126225,2.04,0.21139
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,North Carolina,2020,78989000.0,Highways,106.515,74157630.38069755,10441499,7.564909980837043,7.102201549863439,7.9,1.04415
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,North Carolina,2021,78680000.0,Highways,116.734,67401099.93660802,10564320,7.447710784981902,6.380069889648176,7.87,1.05643
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,North Carolina,2022,82837000.0,Highways,128.921,64254078.07882347,10710793,7.733974505902598,5.999002882309785,8.28,1.07108
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,North Dakota,2020,24116000.0,Highways,106.515,22640942.5902455,779046,30.95581005486197,29.06239501935124,2.41,0.0779
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,North Dakota,2021,24136000.0,Highways,116.734,20676066.95564274,777966,31.02449207291835,26.57708300316819,2.41,0.0778
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,North Dakota,2022,23677000.0,Highways,128.921,18365510.66156794,781057,30.31404878261126,23.51366246198157,2.37,0.07811
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Ohio,2020,50351000.0,Highways,106.515,47271276.34605455,11799453,4.267231709808921,4.006226080654294,5.04,1.17995
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Ohio,2021,46000000.0,Highways,116.734,39405828.63604434,11767344,3.909123418164711,3.348744511594489,4.6,1.17673
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Ohio,2022,45450000.0,Highways,128.921,35254147.88901731,11777874,3.858930737414919,2.993252253251929,4.54,1.17779
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Oklahoma,2020,52761000.0,Highways,106.515,49533868.46922968,3959405,13.32548703656231,12.51043236780013,5.28,0.39594
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Oklahoma,2021,53281000.0,Highways,116.734,45643085.99037127,3992238,13.34614820058323,11.43295715094423,5.33,0.39922
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Oklahoma,2022,53648000.0,Highways,128.921,41613080.87898791,4026229,13.32462708902052,10.33549777694908,5.36,0.40262
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Oregon,2020,328843000.0,Highways,106.515,308729286.954889,4237224,77.60812267654484,72.86121454869722,32.88,0.42372
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Oregon,2021,333003000.0,Highways,116.734,285266503.3323625,4254280,78.27481971097342,67.05400287060618,33.3,0.42543
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Oregon,2022,331744000.0,Highways,128.921,257323477.1681883,4247372,78.10570865937808,60.58416290548327,33.17,0.42474
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Rhode Island,2020,682611861.8412056,Highways,106.515,235179482.22019693,1097354,112.19132970310568,38.134588913698366,68.26,0.10974
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Rhode Island,2021,682611861.8412056,Highways,116.734,235179482.22019693,1097246,112.19132970310568,38.134588913698366,68.26,0.10972
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Rhode Island,2022,682611861.8412056,Highways,128.921,235179482.22019693,1099498,112.19132970310568,38.134588913698366,68.26,0.10995
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,South Carolina,2020,682611861.8412056,Highways,106.515,235179482.22019693,5118252,112.19132970310568,38.134588913698366,68.26,0.51183
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,South Carolina,2021,682611861.8412056,Highways,116.734,235179482.22019693,5194274,112.19132970310568,38.134588913698366,68.26,0.51943
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,South Carolina,2022,682611861.8412056,Highways,128.921,235179482.22019693,5287935,112.19132970310568,38.134588913698366,68.26,0.52879
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,South Dakota,2020,10043000.0,Highways,106.515,9428718.959770923,886729,11.32589551035322,10.63314604548957,1.0,0.08867
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,South Dakota,2021,10021000.0,Highways,116.734,8584474.103517398,896492,11.17801385846165,9.575628230388446,1.0,0.08965
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,South Dakota,2022,11023000.0,Highways,128.921,8550197.407714803,909723,12.11687513671744,9.398682244721527,1.1,0.09097
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Tennessee,2020,60154000.0,Highways,106.515,56474674.92841384,6912347,8.70239876557123,8.170115726020965,6.02,0.69123
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Tennessee,2021,60703000.0,Highways,116.734,52001130.77595216,6965740,8.71450843700741,7.465270132958187,6.07,0.69657
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Tennessee,2022,60269000.0,Highways,128.921,46748784.13912396,7062217,8.534005681218801,6.619562120382872,6.03,0.70622
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Utah,2020,307000.0,Highways,106.515,288222.3161057128,3271608,0.093837648031182,0.088098059457524,0.03,0.32716
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Utah,2021,307000.0,Highways,116.734,262991.0737231655,3339738,0.091923378420702,0.078746019515053,0.03,0.33397
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Utah,2022,287000.0,Highways,128.921,222616.9514664019,3391011,0.084635526101213,0.065649138698283,0.03,0.3391
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Vermont,2020,6297000.0,Highways,106.515,5911843.402337698,643082,9.791908341393476,9.192985346095362,0.63,0.06431
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Vermont,2021,6305000.0,Highways,116.734,5401168.468483903,647210,9.74181486689019,8.345310592364,0.63,0.06472
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Vermont,2022,6935000.0,Highways,128.921,5379263.269754346,648142,10.6998157811097,8.2995134858632,0.69,0.06481
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Virginia,2020,86528000.0,Highways,106.515,81235506.73614044,8631388,10.02480713414807,9.411638862271102,8.65,0.86314
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Virginia,2021,88602000.0,Highways,116.734,75900765.84371306,8658910,10.23246574915319,8.765625909463553,8.86,0.86589
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Virginia,2022,94003000.0,Highways,128.921,72915196.12786125,8683414,10.82558081418207,8.3970655007191,9.4,0.86834
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Washington,2020,539801000.0,Highways,106.515,506784021.0299019,7707586,70.03502782842773,65.75132875973124,53.98,0.77076
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Washington,2021,540189000.0,Highways,116.734,462752068.8060034,7743760,69.75797287106005,59.75805923814831,54.02,0.77438
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Washington,2022,539781000.0,Highways,128.921,418691291.5661529,7794123,69.25487319099275,53.71884579780855,53.98,0.77941
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,West Virginia,2020,23842000.0,Highways,106.515,22383701.82603389,1793736,13.29181105803753,12.47881618367134,2.38,0.17937
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,West Virginia,2021,23769000.0,Highways,116.734,20361676.975003,1785618,13.31135774840979,11.40315396406342,2.38,0.17856
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,West Virginia,2022,24722000.0,Highways,128.921,19176084.57892818,1774122,13.93478013349702,10.8087744692463,2.47,0.17741
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Wisconsin,2020,59902000.0,Highways,106.515,56238088.53213162,5894170,10.1629237025739,9.541307517789887,5.99,0.58942
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Wisconsin,2021,56624000.0,Highways,116.734,48506861.75407336,5881608,9.627299201170835,8.24721092498401,5.66,0.58816
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Wisconsin,2022,56531000.0,Highways,128.921,43849334.08831766,5903975,9.57507442019995,7.42708668114578,5.65,0.5904
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Wyoming,2020,3028000.0,Highways,106.515,2842792.095010092,576844,5.249252830921359,4.928181787467829,0.3,0.05768
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Wyoming,2021,3086000.0,Highways,116.734,2643617.112409409,579636,5.324030943557681,4.560822848148509,0.31,0.05796
Revenue,Supporting,Non-Trust Fund,Other local funds - Miscellaneous income,Wyoming,2022,3070000.0,Highways,128.921,2381303.278752104,581978,5.275113492262594,4.091741060232696,0.31,0.0582
Revenue,Own-Source,Non-Trust Fund,State motor fuel taxes used for highways,Alaska,2020,27805000.0,Highways,106.515,26104304.55804347,733395,37.91272097573613,35.59378582897821,2.78,0.07334
Revenue,Own-Source,Non-Trust Fund,State motor fuel taxes used for highways,Alaska,2021,24078000.0,Highways,116.734,20626381.34562338,734420,32.7850548732333,28.08526639473786,2.41,0.07344
Revenue,Own-Source,Non-Trust Fund,State motor fuel taxes used for highways,Alaska,2022,21927000.0,Highways,128.921,17008090.22579719,734442,29.85531873177188,23.15783986454641,2.19,0.07344
Revenue,Own-Source,Non-Trust Fund,State motor fuel taxes used for highways,Arizona,2022,649990000.0,Highways,128.921,504176976.5980717,7377566,88.1035832143013,68.3392024684119,65.0,0.73776
Revenue,Own-Source,Non-Trust Fund,State motor fuel taxes used for highways,Colorado,2020,515857000.0,Highways,106.515,484304558.0434681,5775324,89.3208761967294,83.85755639743641,51.59,0.57753
Revenue,Own-Source,Non-Trust Fund,State motor fuel taxes used for highways,Connecticut,2021,113018000.0,Highways,116.734,96816694.3649665,3606607,31.33637793083638,26.84425953949696,11.3,0.36066
Revenue,Own-Source,Non-Trust Fund,State motor fuel taxes used for highways,Delaware,2022,102196000.0,Highways,128.921,79270250.77372965,1020625,100.1308022045315,77.66834123574246,10.22,0.10206
Revenue,Own-Source,Non-Trust Fund,State motor fuel taxes used for highways,District of Columbia,2020,21452000.0,Highways,106.515,20139886.40097639,689545,31.11036988158858,29.20750117972922,2.15,0.06895
Revenue,Own-Source,Non-Trust Fund,State motor fuel taxes used for highways,District of Columbia,2021,17260000.0,Highways,116.734,14785752.22300272,669256,25.78983229138028,22.09281982231422,1.73,0.06693
