cash_flow,supporting_type,fund_type,description,state,year,value,mode,deflator,chained,population,value_per_pop,chained_per_pop,value_crore,population_crore
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),Pennsylvania,2022,682611861.8412056,Transit,128.921,235179482.22019693,12984990,112.19132970310568,38.134588913698366,68.26,1.2985
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),Rhode Island,2020,682611861.8412056,Transit,106.515,235179482.22019693,1097354,112.19132970310568,38.134588913698366,68.26,0.10974
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),Rhode Island,2021,682611861.8412056,Transit,116.734,235179482.22019693,1097246,112.19132970310568,38.134588913698366,68.26,0.10972
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),Rhode Island,2022,682611861.8412056,Transit,128.921,235179482.22019693,1099498,112.19132970310568,38.134588913698366,68.26,0.10995
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),South Carolina,2020,682611861.8412056,Transit,106.515,235179482.22019693,5118252,112.19132970310568,38.134588913698366,68.26,0.51183
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),South Carolina,2021,682611861.8412056,Transit,116.734,235179482.22019693,5194274,112.19132970310568,38.134588913698366,68.26,0.51943
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),South Carolina,2022,682611861.8412056,Transit,128.921,235179482.22019693,5287935,112.19132970310568,38.134588913698366,68.26,0.52879
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),South Dakota,2020,682611861.8412056,Transit,106.515,235179482.22019693,886729,112.19132970310568,38.134588913698366,68.26,0.08867
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),South Dakota,2021,682611861.8412056,Transit,116.734,235179482.22019693,896492,112.19132970310568,38.134588913698366,68.26,0.08965
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),South Dakota,2022,682611861.8412056,Transit,128.921,235179482.22019693,909723,112.19132970310568,38.134588913698366,68.26,0.09097
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),Tennessee,2020,682611861.8412056,Transit,106.515,235179482.22019693,6912347,112.19132970310568,38.134588913698366,68.26,0.69123
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),Tennessee,2021,682611861.8412056,Transit,116.734,235179482.22019693,6965740,112.19132970310568,38.134588913698366,68.26,0.69657
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),Tennessee,2022,682611861.8412056,Transit,128.921,235179482.22019693,7062217,112.19132970310568,38.134588913698366,68.26,0.70622
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),Utah,2020,682611861.8412056,Transit,106.515,235179482.22019693,3271608,112.19132970310568,38.134588913698366,68.26,0.32716
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),Utah,2021,682611861.8412056,Transit,116.734,235179482.22019693,3339738,112.19132970310568,38.134588913698366,68.26,0.33397
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),Utah,2022,682611861.8412056,Transit,128.921,235179482.22019693,3391011,112.19132970310568,38.134588913698366,68.26,0.3391
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),Vermont,2020,682611861.8412056,Transit,106.515,235179482.22019693,643082,112.19132970310568,38.134588913698366,68.26,0.06431
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),Vermont,2021,682611861.8412056,Transit,116.734,235179482.22019693,647210,112.19132970310568,38.134588913698366,68.26,0.06472
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),Vermont,2022,682611861.8412056,Transit,128.921,235179482.22019693,648142,112.19132970310568,38.134588913698366,68.26,0.06481
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),Virginia,2020,682611861.8412056,Transit,106.515,235179482.22019693,8631388,112.19132970310568,38.134588913698366,68.26,0.86314
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),Virginia,2021,682611861.8412056,Transit,116.734,235179482.22019693,8658910,112.19132970310568,38.134588913698366,68.26,0.86589
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),Virginia,2022,181732.0,Transit,128.921,140963.8460762793,8683414,0.020928634751263,0.01623368943094,0.02,0.86834
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),Washington,2020,682611861.8412056,Transit,106.515,235179482.22019693,7707586,112.19132970310568,38.134588913698366,68.26,0.77076
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),Washington,2021,682611861.8412056,Transit,116.734,235179482.22019693,7743760,112.19132970310568,38.134588913698366,68.26,0.77438
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),Washington,2022,682611861.8412056,Transit,128.921,235179482.22019693,7794123,112.19132970310568,38.134588913698366,68.26,0.77941
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),West Virginia,2020,682611861.8412056,Transit,106.515,235179482.22019693,1793736,112.19132970310568,38.134588913698366,68.26,0.17937
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),West Virginia,2021,682611861.8412056,Transit,116.734,235179482.22019693,1785618,112.19132970310568,38.134588913698366,68.26,0.17856
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),West Virginia,2022,682611861.8412056,Transit,128.921,235179482.22019693,1774122,112.19132970310568,38.134588913698366,68.26,0.17741
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),Wisconsin,2020,14474606.0,Transit,106.515,13589265.36168615,5894170,2.455749664498988,2.305543505139171,1.45,0.58942
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),Wisconsin,2021,16118608.0,Transit,116.734,13807980.53694725,5881608,2.740510418239366,2.347653998183362,1.61,0.58816
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),Wisconsin,2022,10354538.0,Transit,128.921,8031692.276665555,5903975,1.753824838350433,1.360387243622399,1.04,0.5904
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),Wyoming,2020,682611861.8412056,Transit,106.515,235179482.22019693,576844,112.19132970310568,38.134588913698366,68.26,0.05768
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),Wyoming,2021,682611861.8412056,Transit,116.734,235179482.22019693,579636,112.19132970310568,38.134588913698366,68.26,0.05796
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),Wyoming,2022,682611861.8412056,Transit,128.921,235179482.22019693,581978,112.19132970310568,38.134588913698366,68.26,0.0582
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),American Samoa,2020,682611861.8412056,Transit,106.515,235179482.22019693,49710,112.19132970310568,38.134588913698366,68.26,0.00497
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),American Samoa,2021,682611861.8412056,Transit,116.734,235179482.22019693,46366,112.19132970310568,38.134588913698366,68.26,0.00464
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),American Samoa,2022,682611861.8412056,Transit,128.921,235179482.22019693,45443,112.19132970310568,38.134588913698366,68.26,0.00454
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),Guam,2020,682611861.8412056,Transit,106.515,235179482.22019693,153836,112.19132970310568,38.134588913698366,68.26,0.01538
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),Guam,2021,682611861.8412056,Transit,116.734,235179482.22019693,168801,112.19132970310568,38.134588913698366,68.26,0.01688
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),Guam,2022,682611861.8412056,Transit,128.921,235179482.22019693,169086,112.19132970310568,38.134588913698366,68.26,0.01691
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),Northern Mariana Islands,2020,682611861.8412056,Transit,106.515,235179482.22019693,47329,112.19132970310568,38.134588913698366,68.26,0.00473
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),Northern Mariana Islands,2021,682611861.8412056,Transit,116.734,235179482.22019693,51659,112.19132970310568,38.134588913698366,68.26,0.00517
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),Northern Mariana Islands,2022,682611861.8412056,Transit,128.921,235179482.22019693,51475,112.19132970310568,38.134588913698366,68.26,0.00515
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),Puerto Rico,2020,682611861.8412056,Transit,106.515,235179482.22019693,3285874,112.19132970310568,38.134588913698366,68.26,0.32859
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),Puerto Rico,2021,682611861.8412056,Transit,116.734,235179482.22019693,3262711,112.19132970310568,38.134588913698366,68.26,0.32627
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),Puerto Rico,2022,682611861.8412056,Transit,128.921,235179482.22019693,3220137,112.19132970310568,38.134588913698366,68.26,0.32201
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),Virgin Islands,2020,682611861.8412056,Transit,106.515,235179482.22019693,87146,112.19132970310568,38.134588913698366,68.26,0.00871
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),Virgin Islands,2021,682611861.8412056,Transit,116.734,235179482.22019693,105870,112.19132970310568,38.134588913698366,68.26,0.01059
Revenue,Own-Source,Non-Trust Fund,Other dedicated funds to agency (earned only),Virgin Islands,2022,682611861.8412056,Transit,128.921,235179482.22019693,105413,112.19132970310568,38.134588913698366,68.26,0.01054
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Alabama,2020,3261170.0,Transit,106.515,3061700.230014552,5025369,0.648941401119002,0.609248839242362,0.33,0.50254
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Alabama,2021,3013027.0,Transit,116.734,2581104.905169017,5049196,0.596734014682734,0.511191267910578,0.3,0.50492
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Alabama,2022,3681527.0,Transit,128.921,2855645.705509576,5076181,0.72525526572043,0.562557896479573,0.37,0.50762
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Alaska,2020,5885537.0,Transit,106.515,5525547.575458855,733395,8.025057438351775,7.534204044831033,0.59,0.07334
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Alaska,2021,22913489.0,Transit,116.734,19628804.8040845,734420,31.1994349282427,26.72694752877713,2.29,0.07344
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Alaska,2022,38618674.0,Transit,128.921,29955301.3085533,734442,52.58233325436181,40.78647641141615,3.86,0.07344
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Arizona,2020,52777186.0,Transit,106.515,49549064.45101628,7158110,7.373061604250284,6.922087597287033,5.28,0.71581
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Arizona,2021,8278932.0,Transit,116.734,7092134.253944865,7274078,1.138141768620023,0.974987380386197,0.83,0.72741
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Arizona,2022,26418995.0,Transit,128.921,20492390.68887148,7377566,3.580990668195988,2.77766280760775,2.64,0.73776
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Arkansas,2020,973339.0,Transit,106.515,913804.628456086,3011553,0.323201683649599,0.30343302225001,0.1,0.30116
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Arkansas,2021,1068351.0,Transit,116.734,915201.2267205784,3026870,0.352955693505172,0.302358947269152,0.11,0.30269
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Arkansas,2022,1271113.0,Transit,128.921,985962.7213564896,3047704,0.417072327233878,0.323510000103845,0.13,0.30477
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Colorado,2020,82001821.0,Transit,106.515,76986171.90067126,5775324,14.19865292406106,13.33019098160922,8.2,0.57753
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Colorado,2021,83561672.0,Transit,116.734,71582976.68202923,5814036,14.37240361084796,12.31209725602477,8.36,0.5814
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Colorado,2022,78332891.0,Transit,128.921,60760381.16365837,5850935,13.38809797066623,10.38473016084752,7.83,0.58509
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Connecticut,2020,59444646.89838817,Transit,106.515,55808709.47602513,3607701,16.477154536473,15.46932782844951,5.94,0.36077
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Connecticut,2021,48093965.43798326,Transit,116.734,41199620.87993494,3606607,13.33496148540256,11.42337406873966,4.81,0.36066
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Connecticut,2022,77051672.77151912,Transit,128.921,59766580.13164584,3617925,21.29720012756459,16.51957410163169,7.71,0.36179
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Delaware,2020,12806389.0,Transit,106.515,12023085.01150073,989955,12.93633447985009,12.14508236384556,1.28,0.099
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Delaware,2021,7993891.0,Transit,116.734,6847954.32350472,1005062,7.953629726325341,6.813464565872274,0.8,0.10051
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Delaware,2022,17902726.0,Transit,128.921,13886586.35908812,1020625,17.54094402939375,13.60596336469137,1.79,0.10206
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,District of Columbia,2021,13598232.4463775,Transit,116.734,11648904.72902282,669256,20.31843188014378,17.40575314830621,1.36,0.06693
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,District of Columbia,2022,29131268.12423709,Transit,128.921,22596216.38386073,676725,43.04742417412847,33.39054473214486,2.91,0.06767
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Georgia,2020,124964906.0,Transit,106.515,117321415.7630381,10713755,11.66396898193024,10.95054122135872,12.5,1.07138
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Georgia,2021,58641960.0,Transit,116.734,50235544.05742971,10792060,5.43380596475557,4.654861449753773,5.86,1.07921
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Georgia,2022,75030875.0,Transit,128.921,58199110.30786296,10931805,6.863539461232614,5.323833557940611,7.5,1.09318
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Hawaii,2020,48724733.0,Transit,106.515,45744480.12017087,1455252,33.48199006082795,31.4340609874928,4.87,0.14553
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Hawaii,2021,28026288.0,Transit,116.734,24008676.13548752,1447029,19.36815917303662,16.59170350800676,2.8,0.1447
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Hawaii,2022,35011473.0,Transit,128.921,27157307.96379178,1440359,24.30746293111648,18.85454109967847,3.5,0.14404
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Idaho,2020,1445337.0,Transit,106.515,1356932.826362484,1839140,0.785876550996662,0.737808337789665,0.14,0.18391
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Idaho,2021,1339063.0,Transit,116.734,1147106.241540597,1904848,0.702976300471219,0.602203557208027,0.13,0.19048
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Idaho,2022,1693650.0,Transit,128.921,1313711.497738926,1944299,0.871085157169756,0.675673596365027,0.17,0.19443
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Illinois,2020,389117970.6556621,Transit,106.515,365317533.3574257,12821814,30.34812161958223,28.49187590440992,38.91,1.28218
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Illinois,2021,366104025.4564782,Transit,116.734,313622445.4370434,12700641,28.82563371852478,24.69343440516454,36.61,1.27006
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Illinois,2022,475295411.746111,Transit,128.921,368671831.3898519,12621821,37.65664334378621,29.20908412422042,47.53,1.26218
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Indiana,2020,14820572.53034811,Transit,106.515,13914070.81664376,6786587,2.183803512774257,2.050230965379765,1.48,0.67866
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Indiana,2021,13968108.96828881,Transit,116.734,11965758.87769528,6815907,2.049339723721115,1.755563694999841,1.4,0.68159
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Indiana,2022,17207226.14843867,Transit,128.921,13347108.80961106,6844545,2.514005846763907,1.950035949739691,1.72,0.68445
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Iowa,2020,14014139.0,Transit,106.515,13156962.86907947,3190546,4.392395220128467,4.12373395308498,1.4,0.31905
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Iowa,2021,8208682.0,Transit,116.734,7031954.700430037,3198613,2.566325466694471,2.198438729671278,0.82,0.31986
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Iowa,2022,11053580.0,Transit,128.921,8573917.36024387,3202820,3.451202377904472,2.676990077570351,1.11,0.32028
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Kansas,2020,6223671.0,Transit,106.515,5842999.577524292,2937745,2.118519817070576,1.988940353068184,0.62,0.29377
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Kansas,2021,5183371.0,Transit,116.734,4440326.7257183,2938338,1.764048588011318,1.511169486191956,0.52,0.29383
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Kansas,2022,3055074.0,Transit,128.921,2369725.64593821,2937324,1.040087508221769,0.8067634506572,0.31,0.29373
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Kentucky,2020,21222747.0,Transit,106.515,19924655.68229827,4506302,4.709570508146148,4.421509184759092,2.12,0.45063
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Kentucky,2021,18692748.0,Transit,116.734,16013113.57445132,4507583,4.14695591850444,3.552483354039474,1.87,0.45076
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Kentucky,2022,20522543.0,Transit,128.921,15918696.7212479,4519233,4.541156209471828,3.522433280436724,2.05,0.45192
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Louisiana,2020,10966389.0,Transit,106.515,10295628.78467821,4657874,2.35437648163089,2.210370822542262,1.1,0.46579
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Louisiana,2021,11906664.0,Transit,116.734,10199825.24371648,4627971,2.572761151701253,2.203951849248079,1.19,0.4628
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Louisiana,2022,14422234.0,Transit,128.921,11186877.23489579,4593687,3.139576989028638,2.435271979761745,1.44,0.45937
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Maine,2020,10598445.0,Transit,106.515,9950190.11406844,1363196,7.774703710985068,7.299163226761553,1.06,0.13632
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Maine,2021,6716218.0,Transit,116.734,5753437.73022427,1378931,4.870597586101117,4.172389865935475,0.67,0.13789
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Maine,2022,13050652.0,Transit,128.921,10122983.84281847,1390922,9.382734617757142,7.277894693461223,1.31,0.13909
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Maryland,2020,305029299.578207,Transit,106.515,286372153.7606975,6181629,49.34448501814118,46.32632494779249,30.5,0.61816
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Maryland,2021,83530093.53911534,Transit,116.734,71555925.0425029,6179403,13.51750218251105,11.57974727372578,8.35,0.61794
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Maryland,2022,137316656.4909224,Transit,128.921,106512248.9671368,6192440,22.17488687672749,17.20036834707107,13.73,0.61924
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Massachusetts,2021,237293713.0,Transit,116.734,203277291.1062758,7000474,33.89680655909871,29.03764675167364,23.73,0.70005
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Massachusetts,2022,403961725.0,Transit,128.921,313340514.7338293,7022468,57.52418166946435,44.61971414235412,40.4,0.70225
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Michigan,2020,51835341.0,Transit,106.515,48664827.48908604,10079338,5.142732687404669,4.828176958554821,5.18,1.00793
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Michigan,2021,24306481.0,Transit,116.734,20822109.23981017,10041351,2.420638517665601,2.073636230803023,2.43,1.00414
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Michigan,2022,41784720.0,Transit,128.921,32411104.47483343,10050877,4.157320798971075,3.224704120330338,4.18,1.00509
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Minnesota,2020,51784179.0,Transit,106.515,48616794.81763132,5706692,9.074290149179244,8.519260338148847,5.18,0.57067
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Minnesota,2021,41152999.0,Transit,116.734,35253652.74898487,5718660,7.196266083313223,6.164670176052584,4.12,0.57187
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Minnesota,2022,62420604.0,Transit,128.921,48417716.27585886,5721621,10.90960131752872,8.462237585442807,6.24,0.57216
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Mississippi,2020,1073079.0,Transit,106.515,1007444.021968737,2961278,0.362370233392474,0.34020582396139,0.11,0.29613
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Mississippi,2021,766814.0,Transit,116.734,656890.0234721674,2947209,0.260183108832797,0.222885456536054,0.08,0.29472
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Mississippi,2022,1585616.0,Transit,128.921,1229912.892391465,2941939,0.538969706713837,0.418061996659844,0.16,0.29419
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Missouri,2020,30439966.81398983,Transit,106.515,28578103.37885728,6154854,4.945684627773434,4.64318136203674,3.04,0.61549
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Missouri,2021,17066376.57523293,Transit,116.734,14619885.01656152,6171374,2.765409546599012,2.368983797864386,1.71,0.61714
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Missouri,2022,19220212.10545034,Transit,128.921,14908519.25244944,6179414,3.110361614458967,2.412610524630562,1.92,0.61794
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Montana,2020,755811.0,Transit,106.515,709581.7490494297,1084216,0.697103713651154,0.654465299395535,0.08,0.10842
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Montana,2021,659553.0,Transit,116.734,565005.0542258468,1106522,0.59605954513331,0.510613484617429,0.07,0.11065
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Montana,2022,761165.0,Transit,128.921,590411.957710536,1122095,0.678342742815894,0.526169315174326,0.08,0.11221
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Nebraska,2020,4879374.0,Transit,106.515,4580926.630052106,1961996,2.486943908142524,2.334829749934304,0.49,0.1962
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Nebraska,2021,5743976.0,Transit,116.734,4920568.129251118,1964537,2.923831925792184,2.504696083225268,0.57,0.19645
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Nebraska,2022,6277035.0,Transit,128.921,4868900.334313261,1972246,3.182683600321664,2.468708434096589,0.63,0.19722
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Nevada,2020,58454947.0,Transit,106.515,54879544.66507065,3105595,18.82246300628382,17.67118528496815,5.85,0.31056
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Nevada,2021,43679141.0,Transit,116.734,37417668.37425257,3148141,13.87458217405129,11.88563929450827,4.37,0.31481
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Nevada,2022,55380531.0,Transit,128.921,42956951.15613437,3176116,17.43655804762798,13.52499441334459,5.54,0.31761
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,New Hampshire,2020,774543.0,Transit,106.515,727168.0045064075,1377546,0.562262893580323,0.527872030775312,0.08,0.13775
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,New Hampshire,2021,522642.0,Transit,116.734,447720.4584782497,1387677,0.376630873034575,0.32264025308357,0.05,0.13877
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,New Hampshire,2022,575179.0,Transit,128.921,446148.4164721031,1396678,0.411819331298982,0.319435414943246,0.06,0.13967
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,New Jersey,2021,397583933.3870737,Transit,116.734,340589659.7281629,9270541,42.88681031528512,36.73891952240574,39.76,0.92705
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,New Jersey,2022,689760805.5139201,Transit,128.921,535025950.3990196,9295227,74.20591293939567,57.5592129594059,68.98,0.92952
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,New Mexico,2020,4827072.0,Transit,106.515,4531823.686804675,2117555,2.279549763760564,2.14012088791303,0.48,0.21176
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,New Mexico,2021,2381541.0,Transit,116.734,2040143.402950297,2117333,1.124783394959602,0.963543950314049,0.24,0.21173
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,New Mexico,2022,2626471.0,Transit,128.921,2037271.662490983,2113868,1.242495274066309,0.963764843637816,0.26,0.21139
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,North Carolina,2020,44946066.0,Transit,106.515,42196935.6428672,10441499,4.304560676584846,4.041271817664034,4.49,1.04415
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,North Carolina,2021,20329253.0,Transit,116.734,17415023.04384327,10564320,1.924331428809426,1.648475533100405,2.03,1.05643
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,North Carolina,2022,24227917.0,Transit,128.921,18792839.80111852,10710793,2.262009638315296,1.754570347976897,2.42,1.07108
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,North Dakota,2020,408735.0,Transit,106.515,383734.6852555978,779046,0.524660931446924,0.49256999619483,0.04,0.0779
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,North Dakota,2021,781800.0,Transit,116.734,669727.7571230318,777966,1.004928235938332,0.860870214280614,0.08,0.0778
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,North Dakota,2022,1024971.0,Transit,128.921,795038.0465556426,781057,1.31228706739713,1.017900161647156,0.1,0.07811
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Ohio,2020,63466547.0,Transit,106.515,59584609.67938787,11799453,5.378770270113368,5.049777280301712,6.35,1.17995
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Ohio,2021,63544179.0,Transit,116.734,54435022.35852451,11767344,5.400044309064135,4.625939579783212,6.35,1.17673
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Ohio,2022,75090696.0,Transit,128.921,58245511.59237053,11777874,6.375573044846633,4.945333223327956,7.51,1.17779
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Oklahoma,2020,4457734.0,Transit,106.515,4185076.280336103,3959405,1.125859567283468,1.0569962608867,0.45,0.39594
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Oklahoma,2021,3308594.0,Transit,116.734,2834301.917179228,3992238,0.82875670238097,0.709953143369516,0.33,0.39922
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Oklahoma,2022,3673048.0,Transit,128.921,2849068.809581061,4026229,0.912279952282893,0.707627114498719,0.37,0.40262
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Oregon,2020,115228425.0,Transit,106.515,108180467.5397831,4237224,27.19431991322621,25.5309767762533,11.52,0.42372
Revenue,Own-Source,Non-Trust Fund,Agency passenger fares,Oregon,2021,51783146.0,Transit,116.734,44359951.6850275,4254280,12.17201171526087,10.42713495233682,5.18,0.42543
